topic,topic_title,category,node,node_id,company,ticker,country,share,products,note,src
mlcc_passive,被動元件 MLCC 供應鏈 (Passive Components: MLCC),hw,通路 / 終端需求 (Distribution & Demand),distribution,大聯大 WPG Holdings,3702.TW,TW,亞太通路龍頭,被動/IC 元件代理通路,亞太被動元件通路龍頭,https://www.tradingkey.com/analysis/stocks/us-stocks/261849833-mlcc-hbm-ai-vsh-tradingkey
mlcc_passive,被動元件 MLCC 供應鏈 (Passive Components: MLCC),hw,通路 / 終端需求 (Distribution & Demand),distribution,文曄 WT Microelectronics,3036.TW,TW,全球通路前段,元件代理通路,併購 Future 後規模躍升,https://www.tradingkey.com/analysis/stocks/us-stocks/261849833-mlcc-hbm-ai-vsh-tradingkey
mlcc_passive,被動元件 MLCC 供應鏈 (Passive Components: MLCC),hw,通路 / 終端需求 (Distribution & Demand),distribution,Arrow Electronics,ARW,US,美系通路,全球元件代理,全球電子元件通路,https://www.tradingkey.com/analysis/stocks/us-stocks/261849833-mlcc-hbm-ai-vsh-tradingkey
mlcc_passive,被動元件 MLCC 供應鏈 (Passive Components: MLCC),hw,通路 / 終端需求 (Distribution & Demand),distribution,Avnet,AVT,US,美系通路,全球元件代理,全球電子元件通路,https://www.tradingkey.com/analysis/stocks/us-stocks/261849833-mlcc-hbm-ai-vsh-tradingkey
mlcc_passive,被動元件 MLCC 供應鏈 (Passive Components: MLCC),hw,通路 / 終端需求 (Distribution & Demand),distribution,NVIDIA（終端拉動）,NVDA,US,AI 伺服器需求源,GB300/Rubin 機櫃,"GB300 單台約 30,000 顆 MLCC、單櫃約 44 萬顆（智慧手機 30 倍）；GB300 鉭電容/矽電容標配",https://www.scmp.com/tech/big-tech/article/3357090/rice-electronics-how-ai-driven-demand-mlccs-triggered-supply-bottleneck
mlcc_passive,被動元件 MLCC 供應鏈 (Passive Components: MLCC),hw,通路 / 終端需求 (Distribution & Demand),distribution,ASIC 伺服器（終端拉動）,—,US,AI ASIC 需求源,客製 ASIC AI 伺服器,鉭電容/聚合物電容指定件、用量暴增,https://passive-components.eu/ai-servers-demand-is-driving-tantalum-capacitor-price-hikes/
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 製程設備 / 材料 / 特殊晶圓,mems_equip,EV Group (EVG),—,AT,晶圓鍵合龍頭,晶圓鍵合 / 對準 / 奈米壓印,未上市；MEMS 鍵合市佔領先、客戶黏著高,https://en.wikipedia.org/wiki/List_of_MEMS_foundries
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 製程設備 / 材料 / 特殊晶圓,mems_equip,SUSS MicroTec,SMHN.DE,DE,鍵合 / 光罩對準,晶圓鍵合 / 塗佈顯影 / 對準,MEMS/先進封裝鍵合並列領先,https://marklapedus.substack.com/p/mems-market-heats-up-with-new-devices
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 製程設備 / 材料 / 特殊晶圓,mems_equip,Lam Research,LRCX,US,深矽蝕刻 DRIE,DRIE / 深矽刻蝕,MEMS 高深寬比蝕刻核心設備,https://marklapedus.substack.com/p/mems-market-heats-up-with-new-devices
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 製程設備 / 材料 / 特殊晶圓,mems_equip,DISCO,6146.T,JP,切割 / 減薄,晶圓切割 / 研磨減薄,MEMS/CIS 後段薄化,https://en.wikipedia.org/wiki/List_of_MEMS_foundries
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 製程設備 / 材料 / 特殊晶圓,mems_equip,Soitec,SOI.PA,FR,SOI 晶圓,SOI / RF-SOI / MEMS 厚膜 SOI,收購 Okmetic 強化 MEMS 晶圓；MEMS 關鍵基板,https://en.wikipedia.org/wiki/List_of_MEMS_foundries
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 製程設備 / 材料 / 特殊晶圓,mems_equip,SUMCO,3436.T,JP,MEMS 級矽晶圓,矽晶圓 / SOI,MEMS/CIS 級矽晶圓供應,https://marklapedus.substack.com/p/mems-market-heats-up-with-new-devices
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 製程設備 / 材料 / 特殊晶圓,mems_equip,Plasma-Therm,—,US,MEMS 蝕刻/鍍膜,DRIE / PECVD,未上市；MEMS 專用蝕刻,https://en.wikipedia.org/wiki/List_of_MEMS_foundries
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,慣性 IMU / 加速度 / 陀螺,inertial,Bosch Sensortec,—,DE,MEMS #1 約 18%,加速度/陀螺/IMU(BMI5:560/563/570),未上市；MEMS 全球第一；CES 2026 BMI5 機器人/XR(量程翻倍/延遲<0.5ms);HVM 2026Q3,https://www.bosch-sensortec.com/en/news/from-immersive-xr-to-advanced-robotics-and-wearables-bosch-sensortec-launches-bmi5-motion-sensor-platform.html
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,慣性 IMU / 加速度 / 陀螺,inertial,STMicroelectronics,STM,EU,MEMS 約 16%,LSM/ISM IMU / 加速度計,Tesla HW4 導入 SMI230 系；Q1'26 +23% YoY、車用轉 +15%,https://newsroom.st.com/media-center/press-item.html/c3392.html
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,慣性 IMU / 加速度 / 陀螺,inertial,TDK (InvenSense),6762.T,JP,消費慣性領先,ICM IMU / 加速度 / 陀螺 / Robokit1,Sensors Converge 2026 物理 AI 客製;6 軸 IMU 攻人形機器人/穿戴,https://www.wevolver.com/article/innovation-in-motion-how-tdks-6-axis-imu-enables-precise-movement-in-humanoid-robots
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,慣性 IMU / 加速度 / 陀螺,inertial,Analog Devices,ADI,US,戰術級 IMU 領先,ADIS 戰術級 IMU(<5°/hr),Q1FY26 $3.16B(+30% YoY)、調整後 EPS +51%；$450 ADIS16577 衝擊定價,https://investor.analog.com/news-releases/news-release-details/analog-devices-reports-fiscal-first-quarter-2026-financial
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,慣性 IMU / 加速度 / 陀螺,inertial,Murata,6981.T,JP,高階壓電/慣性,壓電 MEMS / 慣性 / 振盪,車規/工業高可靠度慣性,https://www.mordorintelligence.com/industry-reports/global-mems-based-inertial-measurement-unit-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,慣性 IMU / 加速度 / 陀螺,inertial,Goermicro (Goertek),002241.SZ,CN,中國慣性追趕,MEMS 慣性 / 加速度,Goertek 微電子子公司；消費慣性本土替代,https://www.edge-ai-vision.com/2025/10/greater-china-mems-industry-on-the-rise-consumer-leads-the-way/
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,壓力 / 環境 / 車用安全感測,pressure,STMicroelectronics,STM,EU,壓力 + NXP 車用安全,MEMS 壓力 / 併購 NXP 加速度/氣囊/TPMS,✓ 2026-02-02 完成併 NXP MEMS $950M；Q1'26 貢獻 ~$40M；車用 +15% YoY,https://newsroom.st.com/media-center/press-item.html/c3384.html
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,壓力 / 環境 / 車用安全感測,pressure,Bosch,—,DE,壓力/環境龍頭,BMP 氣壓 / 環境 / 車用壓力,未上市；環境+壓力 MEMS 領先,https://www.bosch-sensortec.com/en/applications-solutions/robotics
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,壓力 / 環境 / 車用安全感測,pressure,Infineon,IFX.DE,DE,車用壓力/雷達,壓力 / 60GHz 雷達 / MEMS 麥克風,車用+工業感測,https://www.mordorintelligence.com/industry-reports/mems-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,壓力 / 環境 / 車用安全感測,pressure,Sensata,ST,US,車用感測模組,壓力 / 溫度 / 位置感測,NYSE:ST；車用+工業壓力模組,https://www.mordorintelligence.com/industry-reports/mems-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,壓力 / 環境 / 車用安全感測,pressure,TE Connectivity,TEL,CH,感測+連接,壓力 / 溫度 / 位置,車用/工業感測+連接器,https://www.mordorintelligence.com/industry-reports/mems-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,壓力 / 環境 / 車用安全感測,pressure,Melexis,MELE.BR,EU,車用磁性/紅外,霍爾 / 紅外 / 壓力,比利時車用磁性感測領先,https://www.mordorintelligence.com/industry-reports/mems-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 麥克風 / 聲學,acoustic,Syntiant,—,US,消費麥克風龍頭,SiSonic MEMS 麥克風 / 邊緣 AI 語音 SoC,未上市；2024-12 以 $150M 併 Knowles 消費 MEMS 麥(累計 >200 億顆)；麥克風+處理器+軟體整合,https://www.eenewseurope.com/en/syntiant-completes-150m-buy-of-knowles-consumer-mems-microphone-business/
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 麥克風 / 聲學,acoustic,Infineon,IFX.DE,DE,麥克風裸晶 38%,XENSIV MEMS 麥克風裸晶 / 高 SNR,2024 出貨 26 億顆、裸晶(die)市場第一；車用+高訊噪,https://www.gminsights.com/industry-analysis/mems-microphone-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 麥克風 / 聲學,acoustic,Knowles,KN,US,高階/國防聲學,平衡電樞 / 助聽 / 工業國防 MEMS,2024-12 出售消費 MEMS 麥給 Syntiant；轉攻高毛利醫療/國防,https://audioxpress.com/news/knowles-completes-the-sale-of-its-consumer-mems-microphone-business-to-syntiant
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 麥克風 / 聲學,acoustic,Goertek,002241.SZ,CN,WLP 第一 26%,MEMS 麥克風 / 聲學模組,2025 出貨 12 億顆；WLP 封裝口徑 Yole 列第一；成本+補貼,https://www.edge-ai-vision.com/2025/10/greater-china-mems-industry-on-the-rise-consumer-leads-the-way/
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 麥克風 / 聲學,acoustic,AAC Technologies,2018.HK,CN,聲學+麥克風,MEMS 麥克風 / 揚聲器 / 觸覺馬達,FY25 淨利 +40%；MEMS麥克風 +50%(AI)；2.0×1.5mm 薄型,https://www.edge-ai-vision.com/2025/10/greater-china-mems-industry-on-the-rise-consumer-leads-the-way/
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 麥克風 / 聲學,acoustic,STMicroelectronics,STM,EU,前三聲學,MEMS 麥克風 / 音訊,半導體製程優勢；高階聲學前段,https://www.globalgrowthinsights.com/blog/here-s-the-top-15-list-of-mems-microphones-companies-2025-global-growth-insights-1064
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 麥克風 / 聲學,acoustic,MEMSensing,688286.SS,CN,中國麥克風/壓力,MEMS 麥克風 / 壓力,敏芯股份；中國本土感測,https://www.edge-ai-vision.com/2025/10/greater-china-mems-industry-on-the-rise-consumer-leads-the-way/
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,CMOS 影像感測 (CIS),cis,Sony Semiconductor,6758.T,JP,CIS 約 43%,堆疊 CIS / SPAD ToF / 全局快門,2026-05 與 TSMC 簽 MOU 成立合資(Sony 控股)於熊本;長崎分階段擴產;物理 AI,https://www.sony-semicon.com/en/news/2026/2026050801.html
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,CMOS 影像感測 (CIS),cis,Samsung,005930.KS,KR,約 20.2%,ISOCELL CIS / 三層堆疊 / 高畫素,2025-12 拿 Apple 三層堆疊 CIS 單(德州 Austin 量產);切入 iPhone,https://www.gminsights.com/industry-analysis/image-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,CMOS 影像感測 (CIS),cis,OmniVision (韋爾),603501.SS,CN,車用 CIS 第一 ~35%,CIS / 車用影像 / OX08D20,韋爾股份;2024 超越 onsemi 成車用 CIS 龍頭(~$8.2 億);手機追趕,https://library.techinsights.com/public/sectioned-blog-viewer/7f584898-83b0-4b44-8352-43ab62eddcd5
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,CMOS 影像感測 (CIS),cis,onsemi,ON,US,約 3.6%(車用退第二),車用 CIS / Hyperlux,車用影像;2024 被 OmniVision 超越退居車用第二;ADAS,https://www.gminsights.com/industry-analysis/image-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,CMOS 影像感測 (CIS),cis,STMicroelectronics,STM,EU,前五影像,CIS / ToF / 影像 MEMS段,MEMS&Sensor段 2025 +7.5%(影像帶動),https://www.stocktitan.net/sec-filings/STM/6-k-st-microelectronics-n-v-current-report-foreign-issuer-a34e96dc54a1.html
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,CMOS 影像感測 (CIS),cis,GalaxyCore (格科微),688728.SS,CN,中國低階 CIS,CIS / 顯示驅動,中國中低階 CIS 本土替代,https://www.gminsights.com/industry-analysis/image-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,CMOS 影像感測 (CIS),cis,PixArt 原相,3227.TWO,TW,光學/觸控 CIS 設計,光學導航 / 觸控 / 健康感測 CIS,台廠 CIS/光學感測設計;Q1'26 營收 -5.93%,https://www.pixart.com/investor-events_reports-monthly/tw
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,光學 / ToF / 觸覺 / 特殊感測,optical_tof,Sony Semiconductor,6758.T,JP,車用 SPAD LiDAR,SPAD 深度 / dToF,車用 LiDAR/物理 AI;CIS 龍頭延伸,https://www.sony-semicon.com/en/products/is/automotive/tof.html
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,光學 / ToF / 觸覺 / 特殊感測,optical_tof,AMS-OSRAM,AMS.SW,CH,光感測/VCSEL,環境光 / 接近 / VCSEL / ToF,瑞士總部(原 ams 奧地利);手機/車用光感測,https://www.mordorintelligence.com/industry-reports/mems-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,光學 / ToF / 觸覺 / 特殊感測,optical_tof,STMicroelectronics,STM,EU,ToF 模組,FlightSense dToF / 測距,手機/機器人測距,https://www.mordorintelligence.com/industry-reports/mems-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,光學 / ToF / 觸覺 / 特殊感測,optical_tof,Hamamatsu,6965.T,JP,光電/SiPM,光電倍增 / SiPM / 光感測,工業/醫療/LiDAR 光感測,https://www.mordorintelligence.com/industry-reports/robotic-sensors-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,光學 / ToF / 觸覺 / 特殊感測,optical_tof,ATI (Novanta),NOVT,US,機器人力扭矩,6 軸力/扭矩感測,Novanta 旗下;機器人關節操作,https://www.intelmarketresearch.com/torque-sensor-for-humanoid-robot-market-2830
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,光學 / ToF / 觸覺 / 特殊感測,optical_tof,FUTEK,—,US,力/扭矩感測,力/扭矩 / 應變,未上市;機器人/醫療力感測,https://www.intelmarketresearch.com/torque-sensor-for-humanoid-robot-market-2830
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 晶圓代工 + 感測封測 (OSAT),mems_foundry,Silex Microsystems,—,CN,MEMS 代工第一,MEMS 純晶圓代工 / TSV,中資 SAIC 系;全球 MEMS 代工龍頭,https://www.eenewseurope.com/en/chinas-silex-microsystems-remains-top-mems-foundry/
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 晶圓代工 + 感測封測 (OSAT),mems_foundry,Teledyne DALSA,TDY,US,MEMS 代工第二,MEMS 代工 / 影像,全球第二大 MEMS 代工,https://en.wikipedia.org/wiki/List_of_MEMS_foundries
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 晶圓代工 + 感測封測 (OSAT),mems_foundry,TSMC,2330.TW,TW,CIS/MEMS 大代工,CIS 邏輯層 / MEMS 代工,2026-05 與 Sony 簽 MOU 成立合資(Sony 控股)次世代 CIS,https://pr.tsmc.com/english/news/3308
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 晶圓代工 + 感測封測 (OSAT),mems_foundry,X-FAB,XFAB.PA,EU,純 MEMS/類比代工,MEMS / 類比 / SiC 代工,比利時/德國純代工,https://en.wikipedia.org/wiki/List_of_MEMS_foundries
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 晶圓代工 + 感測封測 (OSAT),mems_foundry,精材 Xintec,3374.TWO,TW,CIS 晶圓級封裝,WLCSP / WLP / CIS 封測,台積電系;CIS/感測後段封測,https://www.xintec.com.tw/chi/index.aspx
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 晶圓代工 + 感測封測 (OSAT),mems_foundry,采鈺 VisEra,6789.TWO,TW,CIS 製程/濾光,CIS 彩色濾光 / 微透鏡 / 製程,台積電系;CIS 後段製程,https://www.gminsights.com/industry-analysis/image-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 晶圓代工 + 感測封測 (OSAT),mems_foundry,同欣電 Tong Hsing,6271.TW,TW,CIS/車用封裝,CIS 封裝 / 陶瓷基板 / 車用,CIS/車用感測封裝,https://www.gminsights.com/industry-analysis/image-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,MEMS 晶圓代工 + 感測封測 (OSAT),mems_foundry,亞太優勢 APM,—,TW,亞太 MEMS 代工,MEMS 晶圓代工,Asia Pacific Microsystems;台灣 MEMS 代工,https://en.wikipedia.org/wiki/List_of_MEMS_foundries
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,終端整合：消費 / 車用 / 機器人 / AIoT,end,Apple,AAPL,US,消費感測最大客戶,iPhone/Watch/AirPods/Vision,慣性+麥克風+CIS+ToF 大買家,https://www.mordorintelligence.com/industry-reports/mems-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,終端整合：消費 / 車用 / 機器人 / AIoT,end,Tesla,TSLA,US,車用+機器人,HW4 IMU(Bosch SMI230) / Optimus,Optimus 28 顆感測器;車用+人形,https://www.intelmarketresearch.com/torque-sensor-for-humanoid-robot-market-2830
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,終端整合：消費 / 車用 / 機器人 / AIoT,end,Samsung Electronics,005930.KS,KR,手機+CIS 自用,Galaxy 慣性/麥克風/CIS,手機 OEM + 自有 CIS,https://www.gminsights.com/industry-analysis/image-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,終端整合：消費 / 車用 / 機器人 / AIoT,end,Meta Platforms,META,US,AR/穿戴感測,Ray-Ban/Quest 麥克風陣列+ToF,AI 眼鏡多麥克風+IMU+ToF 拉貨,https://www.mordorintelligence.com/industry-reports/mems-sensor-market
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,終端整合：消費 / 車用 / 機器人 / AIoT,end,Bosch (Tier-1),—,DE,車用 Tier-1+自製,ADAS/安全系統 + 自有 MEMS,未上市;既是 MEMS #1 也是車用整合方,https://www.bosch-sensortec.com/en/applications-solutions/robotics
mems_sensor,MEMS 與感測器供應鏈 (MEMS & Sensors),hw,終端整合：消費 / 車用 / 機器人 / AIoT,end,Figure AI,—,US,人形機器人新需求,Figure 03 指尖觸覺(感 3 克力),未上市;人形機器人觸覺密度井噴,https://www.intelmarketresearch.com/torque-sensor-for-humanoid-robot-market-2830
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,上游：零件 / PCB / 被動元件,components,Amber Enterprises,AMBER.NS,IN,家電 EMS + PCB 合資,PCBA / Box Build / 與 Korea Circuit 合資 PCB,從白色家電代工升級高值電子；PCB 在地化卡位,https://www.ambergroupindia.com/electronics/
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,上游：零件 / PCB / 被動元件,components,PG Electroplast,PGEL.NS,IN,白色家電 ODM,塑膠射出 / PCBA / 全機組裝,AC/家電 ODM 龍頭；PLI 受惠；零件垂直整合,https://pgel.in/
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,上游：零件 / PCB / 被動元件,components,Polycab India,POLYCAB.NS,IN,電線電纜龍頭,電線電纜 / FMEG / 線材,Q4 FY26 季營收 ₹886 億盧布(+27%)創高、股息 ₹47 創高,https://chartalert.in/2026/05/06/polycab-polycab-india-q4-fy26-financial-results-6-may-26/
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,上游：零件 / PCB / 被動元件,components,國巨 / 華新科 / 欣興等,2327.TW,TW,被動/PCB 隱形上游,MLCC / 被動 / PCB / 載板,印度本土被動/PCB 不足→台/中進口；台廠隨南向布局,https://www.psmarketresearch.com/market-analysis/india-electronics-manufacturing-services-market-report
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,中游：EMS / ODM 代工（印度製造樞紐）,ems_odm,Dixon Technologies,DIXON.NS,IN,印度 EMS 龍頭、全球市值最大 EMS 之一,手機/EMS、家電、IT 硬體、電信,"FY26 營收 ₹4,959 億盧布(+28%)；手機/EMS 佔 90%；IT 硬體 FY27 指引近 3x",https://www.icicidirect.com/research/equity/dixon-technologies-(india)-ltd/6843
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,中游：EMS / ODM 代工（印度製造樞紐）,ems_odm,Kaynes Technology,KAYNES.NS,IN,高值工業/汽車 EMS + OSAT,工業/汽車/醫療 EMS、半導體封測,EMS 起家跨入 OSAT；Sanand 廠 2026/4 量產（見半導體層）,https://www.kotakneo.com/news/market-news/kaynes-semicon-osat-sanand-modi-inauguration-3300-crore-31-march/
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,中游：EMS / ODM 代工（印度製造樞紐）,ems_odm,Syrma SGS Technology,SYRMA.NS,IN,JPMorgan EMS 首選,PCBA / RFID / 工業/汽車 EMS,Q3 FY26 營收 +45%、淨利 +107%；高毛利轉型,https://www.business-standard.com/markets/news/jp-morgan-bullish-on-ems-syrma-top-pick-upgrades-amber-cyient-dlm-to-ow-126031700451_1.html
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,中游：EMS / ODM 代工（印度製造樞紐）,ems_odm,Cyient DLM,CYIENTDLM.NS,IN,航太/醫療高值 EMS,高可靠度 EMS / 航太 / 醫療,FY26 受惠 Altek 併購、約 +34% 成長,https://www.businesstoday.in/markets/stocks/story/kaynes-tech-amber-syrma-sgs-avalon-cyient-dlm-q3-preview-targets-for-ems-stocks-509659-2026-01-06
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,中游：EMS / ODM 代工（印度製造樞紐）,ems_odm,Tata Electronics,—,IN,Apple 印度最大代工,iPhone 組裝 / 併 Pegatron 印度廠,未上市；產值份額升至 44%、人力 7.5 萬超 Foxconn 印度,https://www.business-standard.com/companies/news/tata-electronics-buys-60-stake-in-pegatron-s-india-arm-for-iphone-plant-125012400770_1.html
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,中游：EMS / ODM 代工（印度製造樞紐）,ems_odm,鴻海 Foxconn (Hon Hai),2317.TW,TW,iPhone 印度產能骨幹,iPhone 組裝 / EMS,"TW-listed play；Bengaluru 廠投資 ₹20,000 億盧布、年產拚 2,000 萬支",https://www.theweek.in/news/sci-tech/2026/05/02/tata-electronics-apple-india-foxconn.html
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,半導體封測 OSAT / ATMP,osat,Kaynes Semicon,KAYNES.NS,IN,印度民企 OSAT 指標,OSAT 封測 / IPM 功率模組,Sanand ₹330 億盧布廠 2026/4 量產、日產 600 萬顆,https://www.kotakneo.com/news/market-news/kaynes-semicon-osat-sanand-modi-inauguration-3300-crore-31-march/
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,半導體封測 OSAT / ATMP,osat,CG Power (CG Semi),CGPOWER.NS,IN,OSAT 合資 (持股 92.3%),OSAT 封測 / 功率/RF,"與 Renesas+Stars 合資 ₹760 億盧布、2026 中試產、日產拚 1,500 萬顆",https://www.renesas.com/en/about/newsroom/cg-power-and-industrial-solutions-limited-renesas-and-stars-microelectronics-jointly-build
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,半導體封測 OSAT / ATMP,osat,Micron Technology,MU,US,DRAM/NAND ATMP,記憶體後段封測 (ATMP),Sanand ATMP 2026/2/28 揭幕、本任務週期首座運轉廠,https://www.electronicsforyou.biz/industry-buzz/tata-to-complete-microns-sanand-atmp-facility-by-december-2025/
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,半導體封測 OSAT / ATMP,osat,Tata Electronics (TSAT),—,IN,Assam OSAT,OSAT 封測（Assam Jagiroad）,未上市；集團一條龍（晶圓+封測）布局,https://www.tataelectronics.com/semiconductor-assembly-and-test
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,半導體封測 OSAT / ATMP,osat,Renesas / Stars (合資夥伴),6723.T,JP,技術夥伴,汽車/工業晶片設計 + OSAT 技轉,Renesas 日、Stars 泰；提供 CG Semi 技術與訂單,https://www.renesas.com/en/about/newsroom/cg-power-and-industrial-solutions-limited-renesas-and-stars-microelectronics-jointly-build
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,晶圓製造 (Fab) / PLI,fab,Tata Electronics,—,IN,印度首座 mega fab,28nm 晶圓製造（Dholera）,"未上市；₹91,000 億盧布、50,000 WSPM、2026 末拚首片矽",https://www.tataelectronics.com/w/tata-electronics-and-asml-announce-strategic-partnership-to-advance-the-semiconductor-manufacturing-ecosystem-in-india
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,晶圓製造 (Fab) / PLI,fab,力積電 PSMC,6770.TW,TW,技轉夥伴（隱性贏家）,28nm 製程技轉 / 晶圓代工 know-how,TW 隱形贏家；Tata Dholera 廠技術來源,https://www.tataelectronics.com/w/manufacturing-corporation-psmc-complete-landmark-agreement-for-technology-transfer-to-build-india-s-first-semiconductor-fab
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,晶圓製造 (Fab) / PLI,fab,ASML,ASML.AS,NL,微影設備獨占,微影/設備（Tata 策略夥伴）,晶圓廠設備關鍵供應；印度生態策略合作,https://www.tataelectronics.com/w/tata-electronics-and-asml-announce-strategic-partnership-to-advance-the-semiconductor-manufacturing-ecosystem-in-india
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,晶圓製造 (Fab) / PLI,fab,ISM / MeitY (補貼方),—,IN,資本補貼來源,"ISM 2026 ₹8,000 億盧布補貼",政府以最高 50% 資本補貼撐起 fab 經濟性,https://www.abhs.in/blog/india-semiconductor-mission-2-tata-micron-2nm-dholera-2026
india_ems_semi,印度電子製造與半導體在地化供應鏈 (India EMS & Semiconductor Localization),hw,晶片設計 / 工程服務,design_svc,Tata Elxsi,TATAELXSI.NS,IN,半導體/汽車設計服務,VLSI / SDK / reference design / SDV,與 Arm 合作軟體定義車輛；半導體工程服務,https://www.tataelxsi.com/industries/semiconductor
